company_name,world_rank_2022,world_rank_2021,world_rank_2020,local_rank_2022,local_rank_2021,local_rank_2020,founded_year,ipo_year,matched_to,total_equity_2019,total_equity_2020,total_equity_2021,total_equity_2022,total_capitalization_2019,total_capitalization_2020,total_capitalization_2021,total_capitalization_2022,total_liabilities_2019,total_liabilities_2020,total_liabilities_2021,total_liabilities_2022,total_revenue_2019,total_revenue_2020,total_revenue_2021,total_revenue_2022,investing_cashflow_2019,investing_cashflow_2020,investing_cashflow_2021,investing_cashflow_2022,basic_eps_2019,basic_eps_2020,basic_eps_2021,basic_eps_2022,total_assets_2019,total_assets_2020,total_assets_2021,total_assets_2022,net_income_2019,net_income_2020,net_income_2021,net_income_2022,currency,total_articles,num_employees,use_cases,status,industry
EMERSON ELECTRIC COMPANY,321.0,292.0,303.0,156.0,157.0,156.0,1890.0,,Emerson Electric Co.,8.273,8.447,9.923,16.316,12.55,14.773,15.716,18.623,12.224,14.435,14.792,19.356,18.372,16.785,18.236,19.629,-1.174,-0.74,-2.12,-5.334,3.74,3.26,3.85,5.44,20.497,22.882,24.715,35.672,2.306,1.965,2.303,3.231,USD,0.0,85500.0,,FALSE,Technology&Electronics
EOG RESOURCES,318.0,516.0,284.0,155.0,274.0,147.0,1999.0,,"EOG Resources, Inc.",21.640716,20.301887,22.18,24.779,25.801635,25.337238,27.252,28.574,15.483892,15.502714,16.056,16.592,16.941727,9.87324,19.669,29.492,-6.177173,-3.347506,-3.419,-0.837,4.73,-1.04,8.03,,37.124608,35.804601,38.236,41.371,2.73491,-0.604572,4.664,7.759,USD,,2850.0,,FALSE,Resources&Materials
AUTODESK,315.0,260.0,363.0,154.0,119.0,174.0,1982.0,,"Autodesk, Inc.",,-0.1391,0.9655,0.8491,,1.496,2.6027,3.127,,6.3184,6.3143,7.7577,,3.2743,3.7904,4.3864,,-0.0573,-0.4039,-1.5946,,0.98,5.52,2.26,,6.1793,7.2798,8.6068,,0.2145,1.2082,0.497,USD,,13700.0,,FALSE,IT&Software
ILLUMINA,314.0,242.0,281.0,153.0,148.0,146.0,1998.0,2000.0,"Illumina, Inc.",4.613,4.694,10.74,6.599,5.754,5.367,12.435,8.086,2.703,2.891,4.477,5.653,3.543,3.239,4.526,4.584,0.745,-0.554,-1.069,-0.591,6.8100000000000005,4.48,5.07,,7.316,7.585,15.217,12.252,1.002,0.656,0.762,-4.404,USD,,11500.0,,FALSE,Healthcare
CROWDSTRIKE HOLDINGS,460.0,290.0,1453.0,218.0,159.0,531.0,2011.0,,"CrowdStrike Holdings, Inc.",,0.742607,0.871874,1.037643,,0.742107,1.608603,1.765281,,0.662299,1.860659,2.580738,,0.481413,0.874438,1.451594,,-0.629631,0.495427,-0.564516,,-0.96,-0.43,-1.03,,1.404906,2.732533,3.618381,,-0.141779,-0.092629,-0.234802,USD,,7273.0,,FALSE,IT&Software
DOW Inc,454.0,430.0,370.0,214.0,189.0,176.0,2019.0,,Dow Inc.,14.094,13.005,18.739,21.247,29.516,28.926,32.445,35.416,46.43,48.465,44.251,39.356,42.951,38.542,54.968,56.902,-2.192,-0.841,-2.914,-2.97,-1.84,1.64,8.44,,60.524,61.47,62.99,60.603,-1.359,1.225,6.311,4.582,USD,,37800.0,,FALSE,Resources&Materials
ALIGN TECHNOLOGY,465.0,333.0,726.0,219.0,182.0,309.0,1997.0,2001.0,"Align Technology, Inc.",1.346169,3.233865,3.622714,3.601358,1.346169,3.233865,3.622714,3.601358,1.154533,1.595818,2.319396,2.346589,2.406796,2.471941,3.952584,3.734635,-0.350444,-0.231506,-0.56343,-0.213316,5.57,22.55,9.78,4.62,2.500702,4.829683,5.94211,5.947947,0.442776,1.775888,0.77202,0.361573,USD,,23165.0,,FALSE,Healthcare
PRUDENTIAL FINANCIAL,459.0,493.0,411.0,217.0,260.0,189.0,1875.0,,"Prudential Financial, Inc.",63.719,68.21,62.608,17.208,83.035,87.448,80.772,36.532,832.833,872.512,874.974,672.709,57.243,49.834,61.408,55.49,-17.028,-16.21,-5.342,-7.638,10.23,-1.0,19.65,,896.552,940.722,937.582,689.917,4.186,-0.374,7.724,-1.438,USD,1.0,39583.0,['Payments'],TRUE,Finance&Investments
GENERAL MILLS,486.0,598.0,474.0,231.0,222.0,208.0,1928.0,,"General Mills, Inc.",7.9194,8.8941,10.3781,10.788,18.6793,18.9875,19.2573,19.6772,22.1918,21.9126,21.4638,20.3021,16.8652,17.6266,18.127,18.9928,-0.5565,-0.4862,-0.5128,-1.6907,2.92,3.59,3.81,4.46,30.1112,30.8067,31.8419,31.0901,1.7527,2.1812,2.3398,2.7073,USD,,32500.0,,FALSE,Food&Restaurants
L3HARRIS TECHNOLOGIES,466.0,431.0,328.0,220.0,200.0,165.0,2019.0,,"L3Harris Technologies, Inc.",22.74,20.841,19.319,18.624,22.74,27.749,26.367,24.748,14.299,16.119,15.39,14.9,12.856,18.194,17.814,17.062,1.228,0.751,1.394,-0.25,8.04,5.23,9.17,,37.039,36.96,34.709,33.524,1.333,1.119,1.846,1.062,USD,,46000.0,,FALSE,Technology&Electronics
GLOBAL PAYMENTS,457.0,416.0,241.0,216.0,126.0,129.0,1967.0,,Global Payments Inc.,28.054989,27.487044,25.869417,22.54021,36.946111,35.798777,37.04301,34.592754,16.425173,16.714501,19.410296,22.268804,4.911892,7.423558,8.523762,8.975515,-0.917086,-0.438342,-2.293826,-0.675537,2.17,1.95,3.3,,44.480162,44.201545,45.279713,44.809014,0.430613,0.58452,0.96546,0.111493,USD,0.0,25000.0,['Payments'],TRUE,IT&Software
MARATHON PETROLEUM CORPORATION,455.0,542.0,391.0,215.0,295.0,181.0,2009.0,,Marathon Petroleum Corporation,43.107,30.22,33.581,35.087,61.821,50.929,51.174,53.349,55.449,54.938,51.792,54.817,124.016,69.779,119.983,177.453,-6.261,-3.257,14.797,0.623,4.0,-15.13,15.34,28.31,98.556,85.158,85.373,89.904,2.637,-9.919,9.738,14.516,USD,0.0,17800.0,,FALSE,Resources&Materials
PPG INDUSTRIES,510.0,540.0,486.0,240.0,236.0,210.0,1882.0,,"PPG Industries, Inc.",5.403,5.815,6.411,6.709,4.539,10.86,12.858,13.095,8.914,13.741,14.94,14.035,15.146,13.834,16.802,17.652,-1.009,-1.447,-2.404,-0.461,5.25,4.47,6.06,,6.17,19.556,21.351,20.744,1.243,1.059,1.439,1.026,USD,0.0,52000.0,,FALSE,Resources&Materials
THE HERSHEY COMPANY,506.0,562.0,725.0,239.0,253.0,308.0,1894.0,,The Hershey Company,1.744994,2.237883,2.757229,3.299544,5.275807,6.327638,6.843856,6.643521,6.395401,6.893962,7.655002,7.649276,7.986252,8.149719,8.971337,10.419294,-0.78048,-0.53128,-2.222828,-0.787376,5.64,6.3,7.34,,8.140395,9.131845,10.412231,10.94882,1.149692,1.278708,1.477512,1.644817,USD,,18075.0,,FALSE,Food&Restaurants
THE TRAVELERS COMPANIES,497.0,510.0,434.0,236.0,224.0,196.0,1853.0,,"The Travelers Companies, Inc.",25.943,29.201,28.887,21.56,31.901,35.651,36.077,28.752,84.179,87.563,91.579,94.157,31.581,31.981,34.816,36.884,-2.902,-4.892,-5.196,-5.196,10.01,10.56,14.63,11.91,110.122,116.764,120.466,115.717,2.622,2.697,3.662,2.842,USD,,31850.0,,FALSE,Finance&Investments
TWILIO,493.0,291.0,1104.0,235.0,146.0,428.0,2008.0,2016.0,Twilio Inc.,4.279411,8.452665,11.031466,10.559042,4.737601,8.754733,12.017373,11.546424,0.871105,1.034768,1.967132,2.005262,1.134468,1.761776,2.841839,3.826321,-1.285792,-0.845855,-2.489996,-0.616452,-2.36,-3.35,-5.45,,5.150516,9.487433,12.998598,12.564304,-0.307063,-0.490979,-0.9499,-1.256145,USD,0.0,8156.0,['Data_managment&Security'],TRUE,IT&Software
REALTY INCOME CORPORATION,505.0,767.0,641.0,238.0,351.0,271.0,1969.0,,Realty Income Corporation,9.804158,11.01773,25.1294,28.843289,16.971668,19.80295,38.943835,44.094842,8.750638,9.722555,18.008102,20.829803,1.491591,1.651625,2.080463,3.343681,-3.501809,-2.032379,-6.437695,-8.387076,1.38,1.15,0.87,1.42,18.554796,20.740285,43.137502,49.673092,0.436482,0.395486,0.359456,0.869408,USD,,391.0,,FALSE,Estate
KKR & CO,502.0,548.0,624.0,237.0,336.0,267.0,1976.0,,KKR & Co. Inc.,30.502374,40.799916,58.13922,53.658885,37.820774,47.140414,56.159925,60.455599,30.396945,39.006586,206.14622,223.418306,4.2209,4.230891,16.236148,5.721195,-0.207362,-0.153386,-9.605548,-13.647272,3.62,3.45,7.83,-1.21,60.899319,79.806502,264.28544,277.077191,2.005049,2.002509,4.666476,-0.84113,USD,15.0,4150.0,['Finance&Tokens'],TRUE,Finance&Investments
AFLAC,490.0,539.0,398.0,234.0,258.0,184.0,1955.0,,Aflac Incorporated,28.959,33.559,33.253,20.14,35.528,33.559,33.253,27.582,123.809,131.527,124.289,111.598,22.307,22.147,22.106,19.14,-3.171,-4.619,-2.378,-1.54,4.45,6.69,6.42,6.96,152.768,165.086,157.542,131.738,3.304,4.778,4.325,4.418,USD,,12882.0,,FALSE,Finance&Investments
CINTAS CORPORATION,488.0,495.0,556.0,233.0,215.0,239.0,1968.0,1983.0,Cintas Corporation,3.002721,3.235202,3.687847,3.308196,5.540228,5.774907,5.33068,5.792128,4.433941,4.434683,4.548976,4.83906,6.892303,7.08512,7.11634,7.854459,-0.235638,-0.285398,-0.137215,-0.402635,8.25,8.36,10.52,11.92,7.436662,7.669885,8.236823,8.147256,0.884981,0.876037,1.110968,1.235757,USD,,43000.0,,FALSE,Services&Travel
APOLLO GLOBAL MANAGEMENT,485.0,1480.0,838.0,230.0,580.0,341.0,1990.0,2011.0,"Apollo Global Management, Inc.",3.038127,6.295965,10.194366,4.498901,4.502822,15.676492,6.923537,4.712358,5.50399,17.373119,20.307528,9.295046,2.931849,2.354019,5.951598,3.551356,-0.263972,-0.837659,-1.551675,,3.72,0.44,7.32,,8.542117,23.669084,30.501894,13.793947,0.843193,0.156614,1.838491,0.933867,USD,0.0,2450.0,['Finance&Tokens'],TRUE,Finance&Investments
SYSCO CORPORATION,487.0,494.0,338.0,232.0,209.0,167.0,1969.0,,Sysco Corporation,2.538029,1.192878,1.587484,1.414208,10.624661,14.061098,12.14108,11.449191,15.428493,21.435388,19.826055,20.712003,60.113922,52.89331,51.297843,68.636146,-0.742855,-0.756307,-0.428698,-1.878206,3.24,0.42,1.03,2.66,17.966522,22.628266,21.413539,22.126211,1.674271,0.215475,0.524209,1.358768,USD,,71000.0,,FALSE,Food&Restaurants
AUTOZONE,483.0,641.0,552.0,228.0,293.0,237.0,1979.0,,"AutoZone, Inc.",-1.713851,-0.877977,-1.797536,-3.538913,-1.713851,-0.877977,-1.797536,-3.538913,11.609764,15.301849,16.313735,18.813956,11.863743,12.631967,14.629585,16.25223,-0.491846,-0.497875,-0.601778,-0.648099,64.78,73.62,97.6,120.83,9.895913,14.423872,14.516199,15.275043,1.617221,1.732972,2.170314,2.429604,USD,,69440.0,,FALSE,Transport&Aerospace
PARKER-HANNIFIN CORPORATION,481.0,533.0,587.0,227.0,226.0,249.0,1918.0,,Parker-Hannifin Corporation,5.968152,6.128529,8.41367,8.85992,12.4828,13.766239,14.98036,18.603836,11.608538,13.60966,11.92753,17.084023,14.320324,13.69552,14.34764,15.861608,-0.21851,-5.023993,-1.3e-05,-0.418837,11.48,9.36,13.54,10.24,17.57669,19.738189,20.3412,25.943943,1.512364,1.206341,1.7461,1.315605,USD,,55090.0,,FALSE,Machinery&Manufacture
HP INC,480.0,583.0,508.0,226.0,252.0,220.0,1939.0,,HP Inc.,-1.193,-2.228,-1.65,-2.918,3.587,3.315,4.736,7.878,34.66,36.909,40.26,41.505,58.756,56.639,63.487,62.983,-0.438,-1.016,-1.012,-3.549,2.08,2.01,5.38,3.09,33.467,34.681,38.61,38.587,3.152,2.844,6.503,3.203,USD,,58000.0,,FALSE,IT&Software
EBAY,484.0,397.0,524.0,229.0,230.0,226.0,1995.0,1998.0,eBay Inc.,2.708,3.561,9.778,5.153,9.446,11.306,17.505,12.874,15.019,15.749,16.848,15.697,10.479,10.271,10.42,9.795,2.787,3.794,3.663,2.461,2.1,7.98,20.87,-2.27,17.727,19.31,26.626,20.85,1.786,5.667,13.608,-1.269,USD,31.0,11600.0,"['Smart_contracts', 'NFT&Gaming']",TRUE,Retail&ECommerce
HILTON WORLDWIDE HOLDINGS,475.0,602.0,491.0,225.0,261.0,213.0,1919.0,2016.0,Hilton Worldwide Holdings Inc.,-0.472,-1.486,-0.819,-1.098,7.266,8.745,7.737,7.481,15.429,18.241,16.26,16.61,9.452,4.307,5.788,8.773,-0.123,-0.107,-0.057,-0.123,3.07,-2.58,1.47,4.5600000000000005,14.957,16.755,15.441,15.512,0.881,-0.715,0.41,1.255,USD,,159000.0,,FALSE,Services&Travel
REPUBLIC SERVICES,474.0,514.0,545.0,224.0,263.0,234.0,1998.0,1998.0,"Republic Services, Inc.",8.1209,8.4888,8.9797,9.6868,15.8768,17.25,18.5251,21.0148,14.5629,14.9452,15.9753,19.3641,10.2994,10.1536,11.295,13.5113,-1.719,-1.9228,-2.4661,-4.423,3.34,3.03,4.05,4.7,22.6838,23.434,24.955,29.0509,1.0733,0.9672,1.2904,1.4876,USD,,40000.0,,FALSE,Services&Travel
SVB FINANCIAL GROUP,469.0,656.0,1204.0,222.0,365.0,462.0,1983.0,,SVB Financial Group,6.62108,8.433491,16.609,16.295,6.818294,9.063328,18.806,21.374,64.383823,107.077516,194.869,195.498,3.31808,3.996432,5.917,6.213,-9.371882,-31.205721,-90.336,-3.638,21.9,23.05,31.74,25.58,71.004903,115.511007,211.478,211.793,1.136856,1.208368,1.833,1.672,USD,,8553.0,,FALSE,Finance&Investments
MOTOROLA SOLUTIONS,473.0,485.0,561.0,223.0,278.0,240.0,2011.0,,"Motorola Solutions, Inc.",-0.683,-0.541,-0.023,0.131,4.413,4.605,5.648,6.129,11.325,11.417,12.212,12.683,7.887,7.414,8.171,9.112,-0.934,-0.437,-0.742,-1.387,5.21,5.58,7.36,,10.642,10.876,12.189,12.814,0.868,0.949,1.245,1.363,USD,,20000.0,,FALSE,IT&Software
DELL TECHNOLOGIES,447.0,220.0,405.0,209.0,143.0,186.0,1984.0,,Dell Technologies Inc.,,3.784,8.025,-1.58,,43.374,44.573,19.446,,115.077,115.39,94.239,,92.154,94.224,101.197,,-4.686,-0.46,1.306,,6.38,4.37,7.3,,118.861,123.415,92.659,,4.616,3.25,5.563,USD,13.0,133000.0,,FALSE,IT&Software
BAXTER INTERNATIONAL,453.0,536.0,341.0,213.0,192.0,168.0,1931.0,,Baxter International Inc.,7.912,8.726,9.121,5.895,12.691,14.475,26.226,21.065,10.281,11.293,24.4,22.392,11.362,11.673,12.784,15.113,-1.1,-1.179,-11.2,-0.931,1.97,2.17,2.56,-4.83,18.193,20.019,33.521,28.287,1.001,1.102,1.284,-2.433,USD,,60000.0,,FALSE,Healthcare
AGILENT TECHNOLOGIES,452.0,360.0,592.0,212.0,221.0,252.0,1999.0,1999.0,"Agilent Technologies, Inc.",4.748,4.873,5.389,5.289,6.539,7.157,8.118,8.022,4.704,4.754,5.316,5.227,5.163,5.339,6.319,6.848,-1.59,-0.147,-0.749,-0.338,3.41,2.33,3.98,4.19,9.452,9.627,10.705,10.516,1.071,0.719,1.21,1.254,USD,,18300.0,,FALSE,Healthcare
SEMPRA ENERGY,449.0,478.0,348.0,210.0,219.0,170.0,1998.0,,Sempra Energy,21.805,24.934,27.419,29.256,40.734,45.174,47.069,51.683,43.86,41.689,44.626,49.318,10.829,11.37,12.857,14.439,-4.593,0.553,-5.508,-5.039,7.4,12.93,4.03,,65.665,66.623,72.045,78.574,2.198,3.933,1.318,2.139,USD,,15785.0,,FALSE,Resources&Materials
CENTENE CORPORATION,445.0,561.0,614.0,208.0,228.0,260.0,1984.0,,Centene Corporation,12.692,25.962,27.022,24.237,26.189,42.455,45.366,41.995,28.302,42.757,51.353,52.633,74.639,111.115,125.982,144.547,-1.532,-6.955,-3.299,-2.921,3.19,3.17,2.31,2.09,40.994,68.719,78.375,76.87,1.321,1.808,1.347,1.202,USD,,74300.0,,FALSE,Healthcare
DATADOG,444.0,472.0,1369.0,207.0,269.0,507.0,2010.0,,"Datadog, Inc.",0.782341,0.957432,1.041203,1.410505,0.782341,1.533296,1.776685,2.149352,0.2557,0.932853,1.339591,1.594347,0.36278,0.603466,1.028784,1.6751,-0.20222,-1.152624,-0.27374,-0.38467,-0.12,-0.08,-0.07,-0.16,1.038041,1.890285,2.380794,3.004852,-0.01671,-0.024547,-0.020745,-0.05016,USD,,4800.0,,FALSE,IT&Software
CARRIER GLOBAL,443.0,396.0,,205.0,250.0,,1915.0,,Carrier Global Corporation,14.435,6.578,7.094,8.076,14.102,16.288,16.28,16.46,7.971,18.515,19.078,18.01,18.608,17.456,20.613,20.421,-0.213,1.106,-0.692,1.745,2.442788,2.29,1.92,4.19,22.406,25.093,26.172,26.086,2.116,1.982,1.664,3.534,USD,,52000.0,,FALSE,Technology&Electronics
LINKEDIN,443.0,443.0,443.0,206.0,205.0,199.0,2002.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,18000.0,['Research&Consulting'],TRUE,Communication&Entertainment
TRAFIGURA,442.0,442.0,442.0,204.0,203.0,198.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,8619.0,['Logistics&Supply_chain'],TRUE,Finance&Investments
CHIPOTLE MEXICAN GRILL,441.0,356.0,655.0,203.0,206.0,278.0,1993.0,2006.0,"Chipotle Mexican Grill, Inc.",1.683026,2.020135,2.297374,2.368023,1.683026,2.020135,2.297374,2.368023,3.421578,3.962761,4.355584,4.559481,5.586369,5.984634,7.547061,8.634652,-0.291974,-0.432717,-0.522042,-0.830032,12.62,12.74,23.21,,5.104604,5.982896,6.652958,6.927504,0.350158,0.355766,0.652984,0.899101,USD,,104958.0,,FALSE,Food&Restaurants
AMERICAN ELECTRIC POWER COMPANY,439.0,451.0,306.0,202.0,186.0,157.0,1906.0,,"American Electric Power Company, Inc.",19.9132,20.7745,22.6802,24.1224,44.759,49.5373,53.7339,57.5196,55.9791,59.9827,64.9885,69.347,15.5614,14.9185,16.792,19.6395,-7.1445,-6.2339,-6.4339,-7.7518,3.89,4.44,4.97,4.51,75.8923,80.7572,87.6687,93.4694,1.9211,2.2001,2.4881,2.3072,USD,,16974.0,,FALSE,Resources&Materials
MICROCHIP TECHNOLOGY,436.0,468.0,613.0,200.0,214.0,259.0,1989.0,1993.0,Microchip Technology Incorporated,,5.5855,5.3371,5.8948,,14.4589,12.9183,13.5822,,11.8406,11.1417,10.3047,,5.2742,5.4384,6.8209,,-0.1332,-0.1733,-0.4777,,1.19,0.67,2.33,,17.4261,16.4788,16.1995,,0.5706,0.3494,1.2855,USD,,21000.0,,FALSE,Technology&Electronics
DEXCOM,433.0,379.0,795.0,198.0,225.0,328.0,1999.0,2005.0,"DexCom, Inc.",0.8826,1.8265,2.2515,2.1318,1.9423,3.4937,3.9542,3.3295,1.5124,2.464,2.6121,3.2599,1.476,1.9267,2.4485,2.9098,-1.0152,-1.018,-0.2161,-0.5215,0.2775,1.3075,0.56,0.88,2.395,4.2905,4.8636,5.3917,0.1011,0.4936,0.1547,0.3412,USD,,7500.0,,FALSE,Healthcare
MSCI,434.0,364.0,721.0,199.0,217.0,307.0,1969.0,,MSCI Inc.,-0.076714,-0.443234,-0.163467,-1.007925,2.995212,2.923543,3.997955,3.495308,4.281153,4.641881,5.67017,6.00546,1.557796,1.69539,2.043544,2.248598,-0.071937,-0.241791,-1.035713,-0.079335,6.66,7.19,8.8,,4.204439,4.198647,5.506703,4.997535,0.563648,0.601822,0.725983,0.870573,USD,0.0,4846.0,,FALSE,Finance&Investments
KRAFT HEINZ COMPANY,431.0,459.0,389.0,196.0,179.0,180.0,2015.0,,The Kraft Heinz Company,51.749,50.243,49.452,48.87,79.839,78.173,70.359,67.911,49.701,49.587,43.942,41.643,24.977,26.185,26.042,26.485,1.511,-0.522,4.038,-1.091,1.59,0.29,0.8300000000000001,1.93,101.45,99.83,93.394,90.513,1.935,0.356,1.012,2.363,USD,1.0,37000.0,,ЛОЖЬ,Food&Restaurants
SPACEX,427.0,427.0,427.0,193.0,194.0,194.0,2002.0,,SpaceXCoin USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9500.0,,FALSE,Transport&Aerospace
DIGITAL REALTY TRUST,432.0,434.0,542.0,197.0,204.0,232.0,2001.0,2004.0,"Digital Realty Trust, Inc.",10.649565,18.488347,18.523782,19.622145,19.767655,30.490509,31.054606,32.029686,12.418566,17.587944,17.845778,21.862853,3.209241,3.903609,4.427883,4.691834,-0.274992,-2.599347,-1.061721,-4.699403,2.37,1.01,5.95,1.18,23.068131,36.076291,36.36956,41.484998,0.579761,0.356402,1.709259,0.377872,USD,0.0,3412.0,['Cybersecurity'],TRUE,Estate
O'REILLY AUTOMOTIVE,425.0,492.0,465.0,192.0,246.0,206.0,1957.0,1993.0,"O'Reilly Automotive, Inc.",0.39734,0.140258,-0.066423,-1.060752,4.287867,4.263475,3.760555,3.310901,10.31982,11.456384,11.78513,13.688731,10.149985,11.604493,13.327563,14.40986,-0.796746,-0.614895,-0.61562,-0.739985,18.07,23.74,31.39,,10.71716,11.596642,11.718707,12.627979,1.391042,1.752302,2.164685,2.17265,USD,0.0,87377.0,,FALSE,Transport&Aerospace
COGNIZANT TECHNOLOGY SOLUTIONS,428.0,502.0,452.0,195.0,9.0,12.0,1994.0,1998.0,Cognizant Technology Solutions Corporation,11.022,10.836,11.991,12.309,11.722,11.499,12.617,12.947,5.182,6.087,5.861,5.543,16.783,16.652,18.507,19.428,1.588,-1.238,-2.164,-0.106,3.3,2.58,4.06,,16.204,16.923,17.852,17.852,1.842,1.392,2.137,2.29,USD,0.0,355300.0,['Research&Consulting'],TRUE,IT&Software
STRIPE,427.0,427.0,427.0,194.0,195.0,195.0,2010.0,,Prosper Funds SICAV - Prosper Stars & Stripes Fund P USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7802.0,,FALSE,IT&Software
PAYCHEX,419.0,489.0,502.0,189.0,242.0,217.0,1971.0,1983.0,"Paychex, Inc.",2.6195,2.7814,2.948,3.0852,3.4159,3.5782,3.7453,3.8829,6.063,5.7693,6.2792,6.55,3.7725,4.0405,4.0568,4.6117,-1.6277,0.7719,-0.4606,-1.4209,2.88,3.06,3.05,3.86,8.6825,8.5507,9.2272,9.6352,1.0344,1.0981,1.0975,1.3928,USD,,16000.0,,FALSE,IT&Software
CONSTELLATION BRANDS,422.0,496.0,422.0,190.0,178.0,192.0,1995.0,,"Constellation Brands, Inc.",,12.4743,13.9291,12.0478,,23.3426,24.012,21.2201,,14.8489,13.1757,13.808,,8.3435,8.6149,8.8207,,-0.531,-0.0879,-1.0358,,-0.07,10.44,-0.22,,27.3232,27.1048,25.8558,,-0.0118,1.998,-0.0404,USD,,10700.0,,FALSE,Food&Restaurants
WALGREENS BOOTS ALLIANCE,418.0,462.0,254.0,188.0,231.0,134.0,2014.0,,"Walgreens Boots Alliance, Inc.",24.152,21.136,23.822,30.408,35.25,33.339,31.497,39.981,43.446,66.038,57.463,59.716,136.866,139.537,132.509,132.703,-2.307,-1.297,4.072,-1.064,4.32,0.52,2.94,5.02,67.598,87.174,81.285,90.124,3.982,0.456,2.542,4.337,USD,1.0,200000.0,,FALSE,Healthcare
IDEXX LABORATORIES,415.0,315.0,710.0,187.0,177.0,301.0,1983.0,1991.0,"IDEXX Laboratories, Inc.",0.177825,0.632795,0.689992,0.608737,0.876383,1.49058,1.465197,1.303124,1.65465,1.661766,1.747211,2.138028,2.406908,2.706655,3.21536,3.367324,-0.205528,-0.109376,-0.292967,-0.19535,4.97,6.82,8.74,8.12,1.832475,2.294561,2.437203,2.746765,0.42772,0.581776,0.744845,0.679089,USD,,10780.0,,FALSE,Healthcare
HUMANA,414.0,366.0,290.0,186.0,147.0,151.0,1961.0,,Humana Inc.,12.037,13.728,16.103,15.37,17.004,19.788,26.621,24.345,17.037,21.241,28.24,27.685,64.888,77.155,83.064,92.87,-1.278,-3.065,-6.556,-1.006,20.2,25.47,22.79,,29.074,34.969,44.343,43.055,2.707,3.367,2.933,2.806,USD,0.0,67100.0,['Data_managment&Security'],TRUE,Healthcare
NEWMONT CORPORATION,409.0,436.0,399.0,185.0,158.0,185.0,1921.0,,Newmont Corporation,22.417,23.879,21.861,19.533,27.558,28.488,27.587,24.925,17.557,17.49,18.703,18.949,9.74,11.497,12.222,11.915,-1.226,0.091,-1.868,-2.983,3.82,3.52,1.46,-0.54,39.974,41.369,40.564,38.482,2.805,2.829,1.166,-0.429,USD,,14600.0,,FALSE,Resources&Materials
XILINX,403.0,528.0,620.0,184.0,229.0,263.0,1984.0,1990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4891.0,,FALSE,Technology&Electronics
KIMBERLY-CLARK CORPORATION,401.0,435.0,309.0,183.0,160.0,158.0,1872.0,,Kimberly-Clark Corporation,0.194,0.869,0.737,0.7,6.18,8.504,8.655,8.125,15.089,16.654,17.1,17.27,18.45,19.14,19.44,20.175,-1.042,-2.305,-1.056,-0.785,6.28,6.9,5.38,5.73,15.283,17.523,17.837,17.97,2.157,2.352,1.814,1.934,USD,,44000.0,,FALSE,Retail&ECommerce
PIONEER NATURAL RESOURCES COMPANY,400.0,568.0,619.0,182.0,387.0,262.0,1997.0,,Pioneer Natural Resources Company,12.119,11.569,22.837,22.541,13.958,14.729,29.525,26.666,6.948,7.66,13.974,13.199,9.671,7.024,17.87,24.384,-2.447,-1.668,-0.869,-3.586,4.6,-1.21,9.06,32.61,19.067,19.229,36.811,35.74,0.756,-0.2,2.118,7.845,USD,0.0,2076.0,,FALSE,Resources&Materials
DUPONT DE NEMOURS,467.0,524.0,302.0,221.0,149.0,155.0,1897.0,2017.0,"DuPont de Nemours, Inc.",41.556,39.07,27.05,26.947,54.604,60.31,37.065,34.273,27.84,31.834,18.657,14.453,21.512,20.397,12.566,13.017,-2.313,-0.202,-2.401,8.923,0.67,-4.01,11.92,11.77,69.396,70.904,45.707,41.4,0.498,-2.951,1.177,5.798,USD,,23000.0,,FALSE,Resources&Materials
ROBLOX CORP,397.0,422.0,1185.0,180.0,1040.0,1017.0,2004.0,2021.0,Roblox Corporation,-0.112949,-0.232381,0.592923,0.305035,-0.137309,-0.252388,1.57254,1.29501,0.873157,2.080181,3.967673,5.070452,0.508393,0.923885,1.919181,2.225052,-0.08433,-0.09703,-0.146821,-0.441051,-0.1348619999999999,-0.473531,-0.97,-1.55,0.760208,1.8478,4.560596,5.375487,-0.070968,-0.253254,-0.491651,-0.924366,USD,2.0,2128.0,['NFT&Gaming'],TRUE,Communication&Entertainment
AMPHENOL CORPORATION,395.0,440.0,473.0,178.0,202.0,207.0,1932.0,,Amphenol Corporation,4.5962,5.4519,6.3791,7.0941,7.7337,9.0211,11.0979,11.5906,6.2193,6.8754,8.2993,8.2321,8.2254,8.5989,10.8763,12.623,-1.2288,-0.3335,-1.8875,-0.7311,1.94,2.02,2.66,,10.8155,12.3273,14.6784,15.3262,1.155,1.2034,1.5908,1.9023,USD,,91000.0,,FALSE,Technology&Electronics
