company_name,world_rank_2022,world_rank_2021,world_rank_2020,company_business,local_rank_2022,local_rank_2021,local_rank_2020,num_employees_x,founded_year,ipo_year,matched_to,total_equity_2019,total_equity_2020,total_equity_2021,total_equity_2022,total_capitalization_2019,total_capitalization_2020,total_capitalization_2021,total_capitalization_2022,total_liabilities_2019,total_liabilities_2020,total_liabilities_2021,total_liabilities_2022,total_revenue_2019,total_revenue_2020,total_revenue_2021,total_revenue_2022,investing_cashflow_2019,investing_cashflow_2020,investing_cashflow_2021,investing_cashflow_2022,basic_eps_2019,basic_eps_2020,basic_eps_2021,basic_eps_2022,total_assets_2019,total_assets_2020,total_assets_2021,total_assets_2022,net_income_2019,net_income_2020,net_income_2021,net_income_2022,currency,num_employees_y,status,use_cases,slugs_matched,related_companies,total_articles,profile_tier
ZIMMER BIOMET HOLDINGS,784,689,504,"['Healthcare', 'Medical Equipment', 'HealthCare Products']",349,251,218,18000,1927,,"Zimmer Biomet Holdings, Inc.",12392800000.0,12199400000.0,12666400000.0,12027000000.0,19114200000.0,19825900000.0,18134900000.0,17173500000.0,12245900000.0,12218300000.0,10790000000.0,9039000000.0,7982200000.0,7024500000.0,6827300000.0,6939900000.0,-729300000.0,-613800000.0,-503600000.0,-529200000.0,5.52,-0.67,1.9300000000000002,,24638700000.0,24417700000.0,23456400000.0,21066000000.0,1131600000.0,-138900000.0,401600000.0,231400000.0,USD,18000,,,,,,
CORNING,645,618,679,"['Ceramic Products', 'Glass Products', 'Optical Fiber', 'Telecom Equipment', 'Electronics']",297,289,290,57500,1851,,Corning Incorporated,12997000000.0,13448000000.0,12545000000.0,12275000000.0,20636000000.0,21095000000.0,19322000000.0,18695000000.0,15901000000.0,17327000000.0,17599000000.0,17224000000.0,11503000000.0,11303000000.0,14082000000.0,14189000000.0,-1891000000.0,-1310000000.0,-1419000000.0,-1355000000.0,1.11,0.54,1.3,,28898000000.0,30775000000.0,30144000000.0,29499000000.0,960000000.0,512000000.0,1906000000.0,1316000000.0,USD,57500,True,,['corning'],['Corning'],0,3
ON SEMICONDUCTOR CORPORATION,747,1135,1506,"['Technology', 'Semiconductors', 'Electronics', 'Technology Hardware and Instruments']",331,508,547,31000,1999,,ON Semiconductor Corporation,3324100000.0,3558100000.0,4604400000.0,6207000000.0,6178200000.0,6498200000.0,7499300000.0,9234200000.0,5101400000.0,5106900000.0,5021600000.0,5771500000.0,5517900000.0,5255000000.0,6739800000.0,8326200000.0,-1510900000.0,-453600000.0,-915100000.0,-705400000.0,0.52,0.5700000000000001,2.37,4.39,8425500000.0,8665000000.0,9626000000.0,11978500000.0,211700000.0,234200000.0,1009600000.0,1902200000.0,USD,31000,,,,,,
FASTENAL COMPANY,597,675,762,"['Industries', 'Retail', 'Construction Materials', 'Home & Furniture', 'Home Improvement']",273,282,322,22386,1967,1987,Fastenal Company,2665600000.0,2733200000.0,3042200000.0,3163200000.0,3007600000.0,3098200000.0,3372200000.0,3516400000.0,1134300000.0,1231500000.0,1256800000.0,1385400000.0,5333700000.0,5647300000.0,6010900000.0,6980600000.0,-239700000.0,-281700000.0,-148500000.0,-163000000.0,1.38,1.5,1.6099999999999999,,3799900000.0,3964700000.0,4299000000.0,4548600000.0,790900000.0,859100000.0,925000000.0,1086900000.0,USD,20262,,,,,,
VERISK ANALYTICS,622,661,631,"['Industries', 'Software and IT', 'Software Products', 'Technology', 'Consulting Services']",287,238,270,7000,1971,2009,"Verisk Analytics, Inc.",2260800000.0,2698200000.0,2842500000.0,1767700000.0,4912400000.0,5387500000.0,5159300000.0,4092500000.0,4794400000.0,4863600000.0,4965600000.0,5193400000.0,2607100000.0,2784600000.0,2998600000.0,2497000000.0,-927900000.0,-595800000.0,-592000000.0,301400000.0,2.75,4.38,4.12,,7055200000.0,7561800000.0,7808100000.0,6961100000.0,449900000.0,712700000.0,666200000.0,953900000.0,USD,7000,,,,,,
AMERICAN WATER WORKS COMPANY,668,648,717,"['Utilities', 'Water Utilities']",309,286,305,6400,1886,2008,"American Water Works Company, Inc.",6121000000.0,6454000000.0,7298000000.0,7693000000.0,14760000000.0,15783000000.0,17639000000.0,18619000000.0,16561000000.0,18312000000.0,18777000000.0,20094000000.0,3610000000.0,3777000000.0,3930000000.0,3792000000.0,-1945000000.0,-2061000000.0,-1536000000.0,-2127000000.0,3.44,3.91,6.96,4.51,22682000000.0,24766000000.0,26075000000.0,27787000000.0,621000000.0,709000000.0,1263000000.0,820000000.0,USD,6500,,,,,,
STATE STREET CORPORATION,554,677,534,"['Financial Services', 'Banking Services', 'Trading', 'Securities', 'Asset Management']",255,300,229,42226,1792,,State Street Corporation,24571000000.0,26200000000.0,27363000000.0,25191000000.0,37080000000.0,40005000000.0,40838000000.0,40187000000.0,221039000000.0,288506000000.0,287261000000.0,276259000000.0,11756000000.0,11703000000.0,12027000000.0,12148000000.0,-2626000000.0,-65534000000.0,-2172000000.0,6816000000.0,5.43,6.4,7.3,,245610000000.0,314706000000.0,314624000000.0,301450000000.0,2382000000.0,2420000000.0,2693000000.0,2774000000.0,USD,42786,False,,['state-street'],['State Street'],60,1
CHENIERE ENERGY PARTNERS,970,1096,854,"['Energy', 'Oil and Gas']",407,409,345,1551,2003,,"Cheniere Energy Partners, L.P.",715000000.0,539000000.0,718000000.0,-2131000000.0,18294000000.0,18119000000.0,17895000000.0,14067000000.0,18669000000.0,18606000000.0,18640000000.0,21764000000.0,6838000000.0,6167000000.0,9434000000.0,17206000000.0,-1332000000.0,-972000000.0,-648000000.0,-451000000.0,2.25,2.32,3.0,3.27,19384000000.0,19145000000.0,19358000000.0,19633000000.0,1175000000.0,1183000000.0,1630000000.0,2498000000.0,USD,,,,,,,
DELL TECHNOLOGIES,447,220,405,"['Technology', 'Laptops', 'Computers Hardware', 'Computers and Components', 'Mobiles']",209,143,186,133000,1984,,Dell Technologies Inc.,,3784000000.0,8025000000.0,-1580000000.0,,43374000000.0,44573000000.0,19446000000.0,,115077000000.0,115390000000.0,94239000000.0,,92154000000.0,94224000000.0,101197000000.0,,-4686000000.0,-460000000.0,1306000000.0,,6.38,4.37,7.3,,118861000000.0,123415000000.0,92659000000.0,,4616000000.0,3250000000.0,5563000000.0,USD,133000,False,,"['dell-technologies-capital', 'dell-boomi']","['Dell Technologies Capital', 'Dell Boomi']",13,3
W.W. GRAINGER,809,971,877,"['Industries', 'Retail', 'eCommerce', 'Internet or Mobile App Based Business', 'B2B Services']",356,350,352,26000,1927,,"W.W. Grainger, Inc.",2060000000.0,2093000000.0,2160000000.0,2735000000.0,3974000000.0,4482000000.0,4522000000.0,5019000000.0,3945000000.0,4202000000.0,4432000000.0,4853000000.0,11486000000.0,11797000000.0,13022000000.0,15228000000.0,-202000000.0,-179000000.0,-226000000.0,-263000000.0,15.39,12.88,19.94,30.22,6005000000.0,6295000000.0,6592000000.0,7588000000.0,849000000.0,695000000.0,1043000000.0,1547000000.0,USD,23000,,,,,,
CONSTELLATION ENERGY CORPORATION,1093,,,"['Utilities', 'Electric Utilities', 'Gas Utilities', 'Power Generation', 'Electricity Generation']",459,,,13370,,,Constellation Energy Corporation,15830000000.0,14676000000.0,11614000000.0,11372000000.0,18276000000.0,18289000000.0,16113000000.0,15484000000.0,33165000000.0,33418000000.0,36472000000.0,35537000000.0,18924000000.0,17603000000.0,19649000000.0,24440000000.0,-1867000000.0,1958000000.0,3282000000.0,3104000000.0,3.447747,1.8050869999999999,-0.628834,-0.49,48995000000.0,48094000000.0,48086000000.0,46909000000.0,1125000000.0,589000000.0,-205000000.0,-160000000.0,USD,13370,,,,,,
COGNIZANT TECHNOLOGY SOLUTIONS,428,502,452,"['Technology', 'Software and IT', 'Software Products', 'Software Consulting Services', 'Software Outsourcing Services']",195,9,12,355300,1994,1998,Cognizant Technology Solutions Corporation,11022000000.0,10836000000.0,11991000000.0,12309000000.0,11722000000.0,11499000000.0,12617000000.0,12947000000.0,5182000000.0,6087000000.0,5861000000.0,5543000000.0,16783000000.0,16652000000.0,18507000000.0,19428000000.0,1588000000.0,-1238000000.0,-2164000000.0,-106000000.0,3.3,2.58,4.06,,16204000000.0,16923000000.0,17852000000.0,17852000000.0,1842000000.0,1392000000.0,2137000000.0,2290000000.0,USD,355300,True,,['cognizant-technology-solutions'],['Cognizant Technology Solutions'],0,1
COPART,646,619,749,"['Industries', 'Automobile Parts', 'eCommerce', 'Automobile', 'Consumer Durables']",298,268,315,9500,1982,1994,"Copart, Inc.",1778381000.0,2489516000.0,3529201000.0,4625599000.0,2178472000.0,2886552000.0,3926837000.0,4627595000.0,769236000.0,965745000.0,1032942000.0,683265000.0,2041957000.0,2205583000.0,2692511000.0,3500921000.0,-356267000.0,-601208000.0,-465466000.0,-442310000.0,1.2850000000000001,1.5,1.98,2.295,2547617000.0,3455261000.0,4562143000.0,5308864000.0,591693000.0,699907000.0,936495000.0,1090130000.0,USD,9500,True,,['copart'],['Copart'],0,3
BAKER HUGHES COMPANY,924,1144,589,"['Energy', 'Oil Field Services', 'Oil and Gas']",393,357,250,55000,1907,,Baker Hughes Company,34499000000.0,18242000000.0,16746000000.0,14525000000.0,40800000000.0,24986000000.0,23433000000.0,20505000000.0,18870000000.0,19788000000.0,18602000000.0,19656000000.0,23838000000.0,20705000000.0,20536000000.0,21156000000.0,-1045000000.0,-618000000.0,-463000000.0,-1564000000.0,0.23,-14.73,-0.27,,53369000000.0,38030000000.0,35348000000.0,34181000000.0,128000000.0,-9940000000.0,-219000000.0,-601000000.0,USD,56000,,,,,,
ALNYLAM PHARMACEUTICALS,1156,888,1207,"['Healthcare', 'Pharmaceutical', 'HealthCare Products', 'Biopharmaceutical', 'Biotechnology']",481,467,463,2002,2002,2004,"Alnylam Pharmaceuticals, Inc.",1438692000.0,1016247000.0,588203000.0,-158223000.0,1438692000.0,1207525000.0,1263900000.0,858719000.0,956442000.0,2390814000.0,3055101000.0,3704582000.0,219750000.0,492853000.0,844287000.0,1037418000.0,-417677000.0,-435518000.0,-273300000.0,169354000.0,-8.11,-7.46,-7.2,,2395134000.0,3407061000.0,3643304000.0,3546359000.0,-886116000.0,-858281000.0,-852824000.0,-1131156000.0,USD,2002,,,,,,
DIGITAL REALTY TRUST,432,434,542,"['Real Estate', 'Data Centers', 'Cloud Services', 'Consumer Services', 'Property Investments']",197,204,232,3412,2001,2004,"Digital Realty Trust, Inc.",10649565000.0,18488347000.0,18523782000.0,19622145000.0,19767655000.0,30490509000.0,31054606000.0,32029686000.0,12418566000.0,17587944000.0,17845778000.0,21862853000.0,3209241000.0,3903609000.0,4427883000.0,4691834000.0,-274992000.0,-2599347000.0,-1061721000.0,-4699403000.0,2.37,1.01,5.95,1.18,23068131000.0,36076291000.0,36369560000.0,41484998000.0,579761000.0,356402000.0,1709259000.0,377872000.0,USD,3412,True,,['digital-realty'],['Digital Realty'],0,3
ONEOK,746,920,495,"['Energy', 'Oil and Gas', 'Gas Utilities', 'Natural Gas Generation', 'Utilities']",330,410,215,2966,1906,,"ONEOK, Inc.",6225951000.0,6042398000.0,6015163000.0,6493885000.0,18705708000.0,20270819000.0,18762799000.0,19189719000.0,15586170000.0,17036356000.0,17606450000.0,17885209000.0,10164367000.0,8542242000.0,16540309000.0,22386892000.0,-3768758000.0,-2270529000.0,-665292000.0,-1139236000.0,3.09,1.42,3.36,3.85,21812121000.0,23078754000.0,23621613000.0,24379094000.0,1278577000.0,612809000.0,1499706000.0,1722221000.0,USD,2966,,,,,,
EVERSOURCE ENERGY,687,699,563,"['Utilities', 'Electric Utilities', 'Gas Utilities', 'Water Utilities', 'Energy']",313,271,241,9626,1966,,Nu Holdings Ltd.,612251000.0,438111000.0,4442541000.0,4890783000.0,915577000.0,615307000.0,4598286000.0,5476351000.0,6147783000.0,9716139000.0,15416140000.0,25025776000.0,359530000.0,359917000.0,1145204000.0,2971196000.0,-4679000.0,-16270000.0,-154195000.0,-127152000.0,-0.020078,-0.03721,-0.10300000000000001,-0.078,6760034000.0,10154250000.0,19858681000.0,29916559000.0,-92531000.0,-171491000.0,-164993000.0,-364578000.0,USD,,,,,,,
ROCKWELL AUTOMATION,537,543,660,"['Industries', 'Engineering Products', 'Engineering Services', 'Industrial Automation', 'Network Hardware and Software']",249,273,281,26000,1903,,"Rockwell Automation, Inc.",404200000.0,1027800000.0,2694100000.0,3016700000.0,2360600000.0,2683500000.0,5854200000.0,5593400000.0,5708800000.0,6236900000.0,8007500000.0,7742000000.0,6694800000.0,6329800000.0,6997400000.0,7760400000.0,225000000.0,-618000000.0,-2626600000.0,-7800000.0,6.013829,8.83,11.69,8.02,6113000000.0,7264700000.0,10701600000.0,10758700000.0,695800000.0,1023200000.0,1358100000.0,919100000.0,USD,26000,True,,['rockwell-automation'],['Rockwell Automation'],0,0
PPG INDUSTRIES,510,540,486,"['Basic Materials', 'Chemicals', 'Paints and Coatings']",240,236,210,52000,1882,,"PPG Industries, Inc.",5403000000.0,5815000000.0,6411000000.0,6709000000.0,4539000000.0,10860000000.0,12858000000.0,13095000000.0,8914000000.0,13741000000.0,14940000000.0,14035000000.0,15146000000.0,13834000000.0,16802000000.0,17652000000.0,-1009000000.0,-1447000000.0,-2404000000.0,-461000000.0,5.25,4.47,6.06,,6170000000.0,19556000000.0,21351000000.0,20744000000.0,1243000000.0,1059000000.0,1439000000.0,1026000000.0,USD,52000,False,,['ppg-industries-inc'],"['PPG Industries, Inc.']",0,3
KEYSIGHT TECHNOLOGIES,605,649,820,"['Technology', 'Electronics', 'Tools and Equipment', 'Machinery Manufacturing', 'Capital Goods']",277,312,337,15000,2014,2014,"Keysight Technologies, Inc.",3004000000.0,3297000000.0,3784000000.0,4161000000.0,4792000000.0,5086000000.0,5575000000.0,5954000000.0,3619000000.0,3921000000.0,3997000000.0,3937000000.0,4303000000.0,4221000000.0,4941000000.0,5420000000.0,-196000000.0,-442000000.0,-353000000.0,-251000000.0,3.31,3.35,4.84,6.23,6623000000.0,7218000000.0,7781000000.0,8098000000.0,621000000.0,627000000.0,894000000.0,1124000000.0,USD,15000,,,,,,
GLOBALFOUNDRIES INC.,658,672,,"['Semiconductors', 'Technology']",302,,,14600,2009,2021,GLOBALFOUNDRIES Inc.,9019130000.0,7241502000.0,8033000000.0,9960000000.0,11061384000.0,9132522000.0,9749000000.0,12201000000.0,5478376000.0,5080131000.0,6995000000.0,7881000000.0,5812788000.0,4850505000.0,6585000000.0,8108000000.0,343749000.0,-366165000.0,-1450000000.0,-4058000000.0,-2.578165,-2.533763,-0.49,2.69,14497506000.0,12321633000.0,15028000000.0,17841000000.0,-1371186000.0,-1347571000.0,-254000000.0,1448000000.0,USD,14000,,,,,,
NASDAQ,647,658,903,"['Financial Services', 'Stock Markets, Trading, Capital Markets', 'Trading', 'Investments']",299,352,359,6377,1971,,NASDAQ Composite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,"['Exchanges / Secondary Markets', 'End-to-End']","['nasdaq-blockchain', 'nasdaq-stockholm', 'nasdaq-ventures', 'nasdaq-inc']","['Nasdaq Blockchain', 'Nasdaq Stockholm', 'Nasdaq Ventures', 'Nasdaq, Inc.']",628,3
WEC ENERGY GROUP,690,728,532,"['Utilities', 'Energy', 'Natural Gas Generation', 'Electric Utilities', 'Gas Utilities']",314,275,228,7022,1987,,"WEC Energy Group, Inc.",10254600000.0,10662500000.0,11113300000.0,11616600000.0,21354800000.0,22228200000.0,24467300000.0,26173500000.0,24697200000.0,26365600000.0,27875200000.0,30255500000.0,7523100000.0,7241700000.0,8316000000.0,9597400000.0,-2494900000.0,-2806800000.0,-2311800000.0,-2642400000.0,3.6,3.8,4.12,,34951800000.0,37028100000.0,38988500000.0,41872100000.0,1135200000.0,1201100000.0,1301500000.0,1409300000.0,USD,7022,,,,,,
ILLUMINA,314,242,281,"['Healthcare', 'Medical Equipment', 'Biotechnology', 'Capital Goods', 'Technology']",153,148,146,10200,1998,2000,"Illumina, Inc.",4613000000.0,4694000000.0,10740000000.0,6599000000.0,5754000000.0,5367000000.0,12435000000.0,8086000000.0,2703000000.0,2891000000.0,4477000000.0,5653000000.0,3543000000.0,3239000000.0,4526000000.0,4584000000.0,745000000.0,-554000000.0,-1069000000.0,-591000000.0,6.8100000000000005,4.48,5.07,,7316000000.0,7585000000.0,15217000000.0,12252000000.0,1002000000.0,656000000.0,762000000.0,-4404000000.0,USD,11500,,,,,,
PUBLIC SERVICE ENTERPRISE GROUP,614,663,512,"['Utilities', 'Electric Utilities', 'Gas Utilities', 'Electricity Generation', 'Power Generation']",282,272,223,12525,1903,,Public Service Enterprise Group Incorporated,15089000000.0,15984000000.0,14438000000.0,13729000000.0,11748000000.0,12675000000.0,11185000000.0,11968000000.0,32641000000.0,34066000000.0,34561000000.0,34989000000.0,10076000000.0,9603000000.0,9722000000.0,9800000000.0,-3145000000.0,-2676000000.0,-2244000000.0,-1101000000.0,3.33,3.76,-1.29,2.07,47730000000.0,50050000000.0,48999000000.0,48718000000.0,1693000000.0,1905000000.0,-648000000.0,1031000000.0,USD,12525,,,,,,
SBA COMMUNICATIONS CORPORATION,542,517,577,"['Real Estate', 'Cell Towers Infrastructure', 'Infrastructure', 'Telecom', 'Real Estate']",251,255,247,1834,1989,1999,SBA Communications Corporation,-3650955000.0,-4809188000.0,-5266154000.0,-5244580000.0,6145328000.0,6247414000.0,6995290000.0,7567847000.0,13410896000.0,13967206000.0,15067853000.0,15829621000.0,2014645000.0,2083138000.0,2308834000.0,2633454000.0,-947021000.0,-446366000.0,-1423204000.0,-1393654000.0,1.3,0.22,2.17,,9759941000.0,9158018000.0,9801699000.0,10585041000.0,146991000.0,24104000.0,237624000.0,461429000.0,USD,1834,,,,,,
RESMED,600,475,711,"['Healthcare', 'Medical Equipment', 'HealthCare Products', 'Medical Ventilators']",275,262,302,8160,1989,,ResMed Inc.,2072193000.0,2497027000.0,2885679000.0,3360751000.0,3331054000.0,3661160000.0,3529030000.0,4126076000.0,2035489000.0,2090349000.0,1842446000.0,1735102000.0,2606572000.0,2957013000.0,3196825000.0,3578127000.0,-1075706000.0,-179861000.0,-158462000.0,-229918000.0,2.83,4.31,3.27,5.34,4107682000.0,4587376000.0,4728125000.0,5095853000.0,404592000.0,621674000.0,474505000.0,779437000.0,USD,8160,,,,,,
WELLTOWER,534,556,459,"['Real Estate', 'Property Investments', 'Investments', 'Hospitals', 'Consumer Services']",247,294,203,514,1970,,Welltower Inc.,16982504000.0,17225062000.0,18997873000.0,21393996000.0,28867919000.0,29771439000.0,31442020000.0,34842902000.0,16398247000.0,15258580000.0,15912452000.0,16499237000.0,5121306000.0,4605967000.0,4742115000.0,5860615000.0,-2048791000.0,2347928000.0,-4516268000.0,-3703815000.0,3.07,2.36,0.79,0.31,33380751000.0,32483642000.0,34910325000.0,37893233000.0,1232432000.0,978844000.0,336138000.0,141214000.0,USD,514,,,,,,
D.R. HORTON,613,613,830,"['Consumer Cyclical', 'Construction', 'Real Estate', 'Capital Goods', 'Construction']",281,308,340,11788,1978,,"D.R. Horton, Inc.",10295100000.0,12121500000.0,15216200000.0,19785600000.0,13420300000.0,16123300000.0,20298900000.0,25463200000.0,5311500000.0,6790800000.0,8799700000.0,10565500000.0,17592900000.0,20311100000.0,27774200000.0,33480000000.0,-394000000.0,-166100000.0,-252200000.0,-414900000.0,4.34,6.49,11.56,16.65,15606600000.0,18912300000.0,24015900000.0,30351100000.0,1618500000.0,2373700000.0,4175800000.0,5857500000.0,USD,13237,,,,,,
COSTAR GROUP,733,633,718,"['Real Estate', 'Internet or Mobile App Based Business', 'Software and IT', 'Software Products', 'Business Services']",325,220,306,4742,1987,1998,"CoStar Group, Inc.",3405593000.0,5375359000.0,5711672000.0,6870121000.0,3405593000.0,6362074000.0,6699616000.0,7859331000.0,448393000.0,1540061000.0,1545199000.0,1532349000.0,1399719000.0,1659019000.0,1944135000.0,2182399000.0,-483753000.0,-464163000.0,-381343000.0,-69055000.0,0.87,0.6000000000000001,0.75,0.93,3853986000.0,6915420000.0,7256871000.0,8402470000.0,314963000.0,227128000.0,292564000.0,369453000.0,USD,5653,,,,,,
DOLLAR TREE,664,1058,687,"['Consumer Defensive', 'Retail', 'Consumer Services', 'Convenience Stores']",306,304,292,193100,1986,1995,"Dollar Tree, Inc.",,6254800000.0,7285300000.0,7718500000.0,,9777000000.0,10511500000.0,11135500000.0,,13319800000.0,13410700000.0,14003300000.0,,23610800000.0,25509300000.0,26321200000.0,,-1020200000.0,-889700000.0,-1019900000.0,,3.49,5.68,5.83,,19574600000.0,20696000000.0,21721800000.0,,827000000.0,1341900000.0,1327900000.0,USD,65025,,,,,,
VICI PROPERTIES,1143,1253,1319,"['Real Estate', 'Consumer Services', 'Entertainment', 'Property Investments']",475,502,494,23,2017,2018,VICI Properties Inc.,8048989000.0,9493745000.0,12187174000.0,22290113000.0,12756746000.0,16181371000.0,16802791000.0,35673312000.0,5216630000.0,7569868000.0,5410199000.0,15285713000.0,894798000.0,1225574000.0,1509568000.0,2600697000.0,-1361379000.0,-4548759000.0,41449000.0,-9304014000.0,1.25,1.76,1.8,1.27,13265619000.0,17063613000.0,17597373000.0,37575826000.0,545964000.0,891674000.0,1013851000.0,1117635000.0,USD,23,,,,,,
BLOCK INC,275,124,564,"['Technology', 'Software and IT', 'Digital Payment Solution Services', 'Software Products', 'Software and IT Infrastructure']",139,76,242,12428,2009,2015,"Block, Inc.",1715050000.0,2681569000.0,3313589000.0,17251355000.0,2653882000.0,5268493000.0,7832063000.0,21332708000.0,2836208000.0,7187981000.0,10612175000.0,14112985000.0,4713500000.0,9497578000.0,17661203000.0,17531587000.0,95193000.0,-606636000.0,-1310879000.0,1225696000.0,0.88,0.48,0.36,,4551258000.0,9869550000.0,13925764000.0,31364340000.0,375446000.0,213105000.0,166284000.0,-540747000.0,USD,12428,True,['Sharing Economy'],['block'],['Block'],39,0
ARISTA NETWORKS,511,759,992,"['Technology', 'Network Hardware and Software', 'Networking Products / Solutions', 'Software and IT', 'Electronics']",241,349,391,3612,2004,2014,"Arista Networks, Inc.",2894686000.0,3320291000.0,3978600000.0,4885820000.0,2894686000.0,3320291000.0,3978600000.0,4885820000.0,1290604000.0,1418628000.0,1755829000.0,1889590000.0,2410706000.0,2317512000.0,2948037000.0,4381310000.0,-284072000.0,-608802000.0,-925562000.0,216327000.0,2.8200000000000003,2.09,2.74,4.41,4185290000.0,4738919000.0,5734429000.0,6775410000.0,859867000.0,634557000.0,840854000.0,1352446000.0,USD,3612,,,,,,
PRUDENTIAL FINANCIAL,459,493,411,"['Financial Services', 'Insurance', 'Asset Management']",217,260,189,39854,1875,,"Prudential Financial, Inc.",63719000000.0,68210000000.0,62608000000.0,17208000000.0,83035000000.0,87448000000.0,80772000000.0,36532000000.0,832833000000.0,872512000000.0,874974000000.0,672709000000.0,57243000000.0,49834000000.0,61408000000.0,55490000000.0,-17028000000.0,-16210000000.0,-5342000000.0,-7638000000.0,10.23,-1.0,19.65,,896552000000.0,940722000000.0,937582000000.0,689917000000.0,4186000000.0,-374000000.0,7724000000.0,-1438000000.0,USD,39583,True,,['prudential-financial'],['Prudential Financial'],1,3
ENERGY TRANSFER LP,714,865,444,"['Energy', 'Oil and Gas', 'Oil and Gas Pipeline Transport', 'Petroleum', 'Natural Gas Generation']",319,420,200,12565,1995,,Energy Transfer LP,34584000000.0,32150000000.0,40128000000.0,41152000000.0,72855000000.0,69946000000.0,80322000000.0,81285000000.0,64296000000.0,62994000000.0,65835000000.0,64491000000.0,54213000000.0,38954000000.0,67417000000.0,89876000000.0,-6934000000.0,-4898000000.0,-2775000000.0,-4022000000.0,1.34,-0.24,1.8900000000000001,1.4,98880000000.0,95144000000.0,105963000000.0,105643000000.0,3592000000.0,-648000000.0,5470000000.0,4756000000.0,USD,12565,,,,,,
TRAFIGURA,442,442,442,"['Commodities Trading', 'Trading']",204,203,198,8619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,['trafigura'],['Trafigura'],3,3
APOLLO GLOBAL MANAGEMENT,485,1480,838,"['Financial Services', 'Asset Management', 'Investments']",230,580,341,2540,1990,2011,"Apollo Global Management, Inc.",3038127000.0,6295965000.0,10194366000.0,4498901000.0,4502822000.0,15676492000.0,6923537000.0,4712358000.0,5503990000.0,17373119000.0,20307528000.0,9295046000.0,2931849000.0,2354019000.0,5951598000.0,3551356000.0,-263972000.0,-837659000.0,-1551675000.0,,3.7199999999999998,0.44,7.32,,8542117000.0,23669084000.0,30501894000.0,13793947000.0,843193000.0,156614000.0,1838491000.0,933867000.0,USD,2450,True,,['apollo-global-management'],['Apollo Global Management'],0,0
LINKEDIN,443,443,443,"['Social Media', 'Internet or Mobile App Based Business', 'Technology']",206,205,199,18000,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,['linkedin'],['LinkedIn'],24,0
MSCI,434,364,721,"['Financial Services', 'Business Services', 'Stock Markets, Trading, Capital Markets']",199,217,307,4759,1969,,MSCI Inc.,-76714000.0,-443234000.0,-163467000.0,-1007925000.0,2995212000.0,2923543000.0,3997955000.0,3495308000.0,4281153000.0,4641881000.0,5670170000.0,6005460000.0,1557796000.0,1695390000.0,2043544000.0,2248598000.0,-71937000.0,-241791000.0,-1035713000.0,-79335000.0,6.66,7.19,8.8,,4204439000.0,4198647000.0,5506703000.0,4997535000.0,563648000.0,601822000.0,725983000.0,870573000.0,USD,4846,False,,['msc-mediterranean-shipping-company-s-a'],['MSC Mediterranean Shipping Company S.A.'],0,1
PARKER-HANNIFIN CORPORATION,481,533,587,"['Industries', 'Capital Goods', 'Machinery Manufacturing', 'Metal Fabrication Products', 'Manufacturing']",227,226,249,55090,1918,,Parker-Hannifin Corporation,5968152000.0,6128529000.0,8413670000.0,8859920000.0,12482800000.0,13766239000.0,14980360000.0,18603836000.0,11608538000.0,13609660000.0,11927530000.0,17084023000.0,14320324000.0,13695520000.0,14347640000.0,15861608000.0,-218510000.0,-5023993000.0,-13000.0,-418837000.0,11.48,9.36,13.54,10.24,17576690000.0,19738189000.0,20341200000.0,25943943000.0,1512364000.0,1206341000.0,1746100000.0,1315605000.0,USD,55090,,,,,,
IQVIA HOLDINGS,396,400,511,"['Healthcare', 'Pharmaceutical', 'Market Research', 'Biotechnology', 'HealthCare Products']",179,233,222,86000,1982,2013,IQVIA Holdings Inc.,6263000000.0,6280000000.0,6042000000.0,5765000000.0,17548000000.0,18385000000.0,18076000000.0,18360000000.0,16988000000.0,18284000000.0,18647000000.0,19572000000.0,11088000000.0,11359000000.0,13874000000.0,14410000000.0,-1190000000.0,-796000000.0,-2103000000.0,-2006000000.0,0.98,1.46,5.05,5.82,23251000000.0,24564000000.0,24689000000.0,25337000000.0,191000000.0,279000000.0,966000000.0,1091000000.0,USD,86000,,,,,,
ALEXION PHARMACEUTICALS,523,521,650,"['Healthcare', 'Biotechnology', 'Pharmaceutical', 'HealthCare Products', 'Technology']",245,235,275,3837,1992,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
METTLER-TOLEDO INTERNATIONAL,585,579,826,"['Healthcare', 'Medical Equipment', 'Biotechnology', 'Electronics', 'HealthCare Products']",268,291,338,18000,1989,1997,Mettler-Toledo International Inc.,420780000.0,282675000.0,171421000.0,24793000.0,1656130000.0,1566849000.0,1752229000.0,1933273000.0,2368541000.0,2531874000.0,3155377000.0,3467602000.0,3008652000.0,3085177000.0,3717930000.0,3919709000.0,-99083000.0,-100360000.0,-314108000.0,-139395000.0,22.84,25.24,33.25,,2789321000.0,2814549000.0,3326798000.0,3492395000.0,561109000.0,602739000.0,768985000.0,872502000.0,USD,16400,,,,,,
